ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
79,IMES CATANDUVA,Faculdade,Pública Municipal,21514,22,Educação Presencial,3511102,46,46,2.349586866,21,0.456521739,1.167138801,2.498072475,3,2018
1486,FESV,Faculdade,Privada com fins lucrativos,21517,29,Educação Presencial,3205309,3,2,2.617718324,2,1.0,11.77919066,3.899697425,4,2018
4504,UFGD,Universidade,Pública Federal,21540,1,Educação Presencial,5003702,44,40,3.007966701,28,0.7,0.160583317,3.053271866,4,2018
4504,UFGD,Universidade,Pública Federal,21541,2,Educação Presencial,5003702,66,57,3.533273413,48,0.842105263,-0.649504351,2.567993288,3,2018
694,UFMS,Universidade,Pública Federal,21546,29,Educação Presencial,5001102,14,7,1.459580389,7,1.0,-0.229060165,2.393518304,3,2018
1312,FAIR,Faculdade,Privada com fins lucrativos,21552,1,Educação Presencial,5107602,12,12,1.565906027,12,1.0,-1.491506033,2.743077502,3,2018
1486,FESV,Faculdade,Privada com fins lucrativos,21559,1,Educação Presencial,3205309,67,60,2.952919845,37,0.616666667,-0.617209516,2.571427294,3,2018
1058,Estácio FIB,Centro Universitário,Privada com fins lucrativos,21561,2,Educação Presencial,2927408,462,427,1.935565747,224,0.524590164,-0.34894023,2.47795881,3,2018
167,UMESP,Universidade,Privada sem fins lucrativos,21574,101,Educação Presencial,3548708,39,37,1.545305111,11,0.297297297,-1.607934098,2.420902242,3,2018
641,UNILASALLE,Universidade,Privada sem fins lucrativos,21575,22,Educação Presencial,4304606,26,26,2.934461036,15,0.576923077,0.218775239,3.228560955,4,2018
1042,UP,Universidade,Privada com fins lucrativos,21584,2,Educação Presencial,4106902,275,221,3.148449476,183,0.828054299,-0.043386486,3.105407392,4,2018
8,UFV,Universidade,Pública Federal,21586,22,Educação Presencial,3171303,49,47,3.971694794,45,0.957446809,0.084451703,3.449400373,4,2018
576,UFJF,Universidade,Pública Federal,21589,29,Educação Presencial,3136702,36,30,4.27084595,19,0.633333333,0.944376262,3.328810787,4,2018
426,UNIFRA,Universidade,Privada sem fins lucrativos,21591,38,Educação Presencial,4316907,8,8,1.9962377,3,0.375,-0.629488096,2.747743421,3,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,21596,1,Educação Presencial,4106902,172,125,3.658777266,101,0.808,0.374867404,3.491857896,4,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,21597,22,Educação Presencial,4106902,58,48,4.70457872,43,0.895833333,2.238468731,3.669206085,4,2018
338,PUC MINAS,Universidade,Privada sem fins lucrativos,21619,2,Educação Presencial,3104205,107,100,1.624078933,79,0.79,-0.817184602,2.225781742,3,2018
57,UEM,Universidade,Pública Estadual,21626,67,Educação Presencial,4115200,24,22,4.078602497,15,0.681818182,2.325365198,3.460852596,4,2018
1491,UNINTER,Centro Universitário,Privada com fins lucrativos,21652,1,Educação Presencial,4106902,69,56,2.485060114,40,0.714285714,-0.430252862,3.155807294,4,2018
1492,PIT UBERLÂNDIA,Faculdade,Privada com fins lucrativos,21653,1,Educação Presencial,3170206,59,41,3.528648978,26,0.634146341,1.264181749,3.050638397,4,2018
1496,FESVV,Faculdade,Privada com fins lucrativos,21658,1,Educação Presencial,3205200,117,105,2.496959552,62,0.59047619,-0.912291272,2.56169624,3,2018
1497,FASC,Faculdade,Privada sem fins lucrativos,21659,1,Educação Presencial,3546405,30,30,1.10986766,17,0.566666667,-3.267704228,1.169959878,2,2018
1484,IBMEC,Faculdade,Privada com fins lucrativos,21667,13,Educação Presencial,3106200,84,73,3.465045028,64,0.876712329,0.5000354,3.172588221,4,2018
1499,FATS,Faculdade,Privada com fins lucrativos,21668,1,Educação Presencial,3552809,164,91,2.141728178,59,0.648351648,-0.101094908,2.092195248,3,2018
1500,FAESI,Faculdade,Privada com fins lucrativos,21670,1,Educação Presencial,4125704,22,20,2.14907458,13,0.65,0.299638724,2.307836104,3,2018
1502,0,Faculdade,Privada com fins lucrativos,21673,1,Educação Presencial,3525904,45,24,1.889860122,12,0.5,-1.852803698,1.881187946,2,2018
1504,UNINASSAU MACEIÓ,Centro Universitário,Privada sem fins lucrativos,21678,1,Educação Presencial,2704302,20,20,1.971743777,18,0.9,0.106854282,2.974141864,4,2018
546,PUCSP,Universidade,Privada sem fins lucrativos,21695,29,Educação Presencial,3550308,1,1,,0,0.0,0.0,,SC,2018
319,0,Universidade,Privada sem fins lucrativos,21701,1,Educação Presencial,3513702,18,15,2.671170793,13,0.866666667,-0.280351673,2.761605313,3,2018
319,0,Universidade,Privada sem fins lucrativos,21704,2,Educação Presencial,3513702,23,21,1.937831688,13,0.619047619,-0.495599295,2.685347013,3,2018
295,UNISC,Universidade,Privada sem fins lucrativos,21709,38,Educação Presencial,4316808,9,9,1.924329862,7,0.777777778,0.449345372,3.076528471,4,2018
24,UESC,Universidade,Pública Estadual,21711,22,Educação Presencial,2913606,30,27,2.562455621,26,0.962962963,-1.366995478,2.451063159,3,2018
1490,FAJ,Centro Universitário,Privada com fins lucrativos,21717,1,Educação Presencial,3524709,28,22,3.83099237,18,0.818181818,3.462196745,3.532672809,4,2018
1190,F.I.C.,Faculdade,Privada sem fins lucrativos,21719,2,Educação Presencial,3550308,36,24,1.80485065,12,0.5,-0.95050146,2.099146515,3,2018
1478,0,Faculdade,Privada com fins lucrativos,21728,29,Educação Presencial,3548708,9,9,1.90200931,7,0.777777778,-2.308578777,1.431722107,2,2018
1506,0,Faculdade,Privada sem fins lucrativos,21729,1,Educação Presencial,4208203,17,15,2.937247909,4,0.266666667,-0.240974698,2.884987053,3,2018
1322,EDUVALE,Faculdade,Privada sem fins lucrativos,21731,1,Educação Presencial,3504503,15,14,2.997665561,6,0.428571429,3.198835618,2.682831363,3,2018
1477,MICHELANGELO,Faculdade,Privada sem fins lucrativos,21732,22,Educação Presencial,5300108,35,19,0.918524034,8,0.421052632,-1.094313923,1.903616858,2,2018
1506,0,Faculdade,Privada sem fins lucrativos,21733,22,Educação Presencial,4208203,23,20,2.198275361,11,0.55,3.594826571,3.294369913,4,2018
1422,UNINORTE,Centro Universitário,Privada com fins lucrativos,21741,22,Educação Presencial,1302603,263,240,1.706174754,170,0.708333333,0.002262046,2.859063244,3,2018
3602,UNIBRASIL,Centro Universitário,Privada com fins lucrativos,21743,1,Educação Presencial,4106902,82,60,2.906122749,44,0.733333333,1.16981437,3.004690956,4,2018
1491,UNINTER,Centro Universitário,Privada com fins lucrativos,21749,67,Educação Presencial,4106902,1,0,,0,0.0,0.0,,SC,2018
1508,UNIFAMMA,Centro Universitário,Privada com fins lucrativos,21754,1,Educação Presencial,4115200,53,51,1.723954308,32,0.62745098,-0.577681459,2.109299579,3,2018
1509,ESTÁCIO BH,Centro Universitário,Privada com fins lucrativos,21756,1,Educação Presencial,3106200,127,99,2.376756644,58,0.585858586,0.203582377,2.737455707,3,2018
1509,ESTÁCIO BH,Centro Universitário,Privada com fins lucrativos,21757,29,Educação Presencial,3106200,1,0,,0,0.0,0.0,,SC,2018
1513,PITÁGORAS ICF,Faculdade,Privada com fins lucrativos,21761,2,Educação Presencial,2211001,68,60,3.745351614,59,0.983333333,-0.888350252,2.404184273,3,2018
1514,F.V.C.,Faculdade,Privada com fins lucrativos,21763,22,Educação Presencial,3204906,24,24,1.243726836,20,0.833333333,-0.975795487,2.176719503,3,2018
5518,FG,Faculdade,Privada com fins lucrativos,21770,1,Educação Presencial,4109401,24,20,2.299739059,8,0.4,-0.994813717,2.312053125,3,2018
1519,FADEP,Faculdade,Privada com fins lucrativos,21772,1,Educação Presencial,4118501,35,31,2.345838503,28,0.903225806,0.427475772,2.783689571,3,2018
1520,FFIA,Faculdade,Privada sem fins lucrativos,21773,1,Educação Presencial,3550308,28,25,4.952252489,21,0.84,3.189868577,3.568106012,4,2018
1521,ESTÁCIO BELÉM,Faculdade,Privada com fins lucrativos,21774,22,Educação Presencial,1501402,42,37,1.319041986,31,0.837837838,-0.80214348,2.132727979,3,2018
1337,FMD,Faculdade,Privada com fins lucrativos,21775,1,Educação Presencial,4118501,48,23,2.467891026,18,0.782608696,0.384157693,2.672621366,3,2018
1523,CESUL,Faculdade,Privada com fins lucrativos,21780,2,Educação Presencial,4108403,46,45,2.93239899,39,0.866666667,1.358983129,3.174186675,4,2018
3985,SENACSP,Centro Universitário,Privada sem fins lucrativos,21841,88,Educação Presencial,3500600,62,47,3.180874485,27,0.574468085,-1.249239321,2.123029725,3,2018
3985,SENACSP,Centro Universitário,Privada sem fins lucrativos,21842,88,Educação Presencial,3509700,56,36,3.622486116,32,0.888888889,0.783865524,2.469315254,3,2018
576,UFJF,Universidade,Pública Federal,21860,2,Educação Presencial,3136702,100,81,4.371222863,75,0.925925926,-0.374882938,3.240788945,4,2018
47,UEG,Universidade,Pública Estadual,21871,1,Educação Presencial,5204508,36,35,2.782101156,20,0.571428571,1.604118286,2.865452422,3,2018
47,UEG,Universidade,Pública Estadual,21882,13,Educação Presencial,5211503,37,32,0.794922069,24,0.75,-0.839190812,1.71943332,2,2018
47,UEG,Universidade,Pública Estadual,21887,22,Educação Presencial,5213806,42,40,2.275421264,27,0.675,0.921199602,2.369608021,3,2018
482,UNESC,Universidade,Privada sem fins lucrativos,21893,83,Educação Presencial,4204608,17,7,2.305005364,6,0.857142857,3.071148678,2.483036543,3,2018
47,UEG,Universidade,Pública Estadual,21896,1,Educação Presencial,5219308,12,11,2.029450164,8,0.727272727,-3.696380243,1.754995756,2,2018
163,UNESA,Universidade,Privada com fins lucrativos,21916,2,Educação Presencial,3304557,260,227,1.79267537,107,0.471365639,-0.142947678,2.569444842,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,21917,1,Educação Presencial,3304557,131,118,2.285500099,66,0.559322034,0.090442434,2.888647542,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,21919,18,Educação Presencial,3304557,260,253,1.356498016,131,0.517786561,-0.278133118,2.225379632,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,21922,18,Educação Presencial,3303302,287,272,1.549424347,165,0.606617647,-0.194462343,2.726172042,3,2018
338,PUC MINAS,Universidade,Privada sem fins lucrativos,21980,22,Educação Presencial,3106200,65,58,2.960795391,46,0.793103448,0.373880169,2.978044601,4,2018
82,UNOESC,Universidade,Privada sem fins lucrativos,21985,2,Educação Presencial,4219507,105,90,2.664645615,71,0.788888889,0.736869429,2.943911178,3,2018
1187,MÓDULO,Centro Universitário,Privada com fins lucrativos,22001,2,Educação Presencial,3510500,101,91,2.018813338,47,0.516483516,0.643465645,3.176596894,4,2018
1510,0,Centro Universitário,Privada com fins lucrativos,22002,1,Educação Presencial,4216602,104,66,2.368007651,33,0.5,-0.235849277,2.639957051,3,2018
1450,UNICERP,Centro Universitário,Privada sem fins lucrativos,22009,1,Educação Presencial,3148103,43,41,1.773478816,31,0.756097561,-0.682109323,2.661025047,3,2018
384,UNIEVANGÉLICA,Centro Universitário,Privada sem fins lucrativos,22018,1,Educação Presencial,5201108,87,67,2.686324775,48,0.71641791,-0.658390057,3.207544183,4,2018
1240,PIO XII,Faculdade,Privada sem fins lucrativos,22019,22,Educação Presencial,3201308,27,27,2.707487579,20,0.740740741,0.748121376,2.770198147,3,2018
3840,UNIFACVEST,Centro Universitário,Privada com fins lucrativos,22023,803,Educação Presencial,4209300,8,8,1.982882243,7,0.875,-0.635545635,3.002975187,4,2018
1535,FAPI,Faculdade,Privada sem fins lucrativos,22024,1,Educação Presencial,4119152,19,17,2.083329546,11,0.647058824,1.772438731,2.235570953,3,2018
1538,UNIPROJEÇÃO,Centro Universitário,Privada sem fins lucrativos,22027,1,Educação Presencial,5300108,146,114,2.886636148,80,0.701754386,0.303709059,3.44795238,4,2018
1426,ILES,Faculdade,Privada com fins lucrativos,22036,22,Educação Presencial,5211503,25,19,1.892524466,19,1.0,-1.459999889,2.181898622,3,2018
1513,PITÁGORAS ICF,Faculdade,Privada com fins lucrativos,22069,1,Educação Presencial,2211001,11,4,2.398101924,3,0.75,-5.453745555,1.594951702,2,2018
1538,UNIPROJEÇÃO,Centro Universitário,Privada sem fins lucrativos,22071,22,Educação Presencial,5300108,101,85,2.209282906,46,0.541176471,1.131251901,3.450785477,4,2018
1365,UNASP,Centro Universitário,Privada sem fins lucrativos,22072,1,Educação Presencial,3515152,73,56,1.928043231,34,0.607142857,-0.963994861,2.500067194,3,2018
1494,0,Centro Universitário,Privada sem fins lucrativos,22095,38,Educação Presencial,3205309,29,27,2.727332919,16,0.592592593,1.523700669,3.18012354,4,2018
1096,FAPE,Faculdade,Privada com fins lucrativos,22097,1,Educação Presencial,3541307,21,18,1.724900241,8,0.444444444,-1.090307081,2.126938101,3,2018
5518,FG,Faculdade,Privada com fins lucrativos,22106,2,Educação Presencial,4109401,62,56,1.691425767,25,0.446428571,0.039916475,2.141252853,3,2018
1540,IESUR,Faculdade,Privada sem fins lucrativos,22113,1,Educação Presencial,1100023,28,28,1.65625858,18,0.642857143,0.541487526,2.736423809,3,2018
5,UFPI,Universidade,Pública Federal,22129,803,Educação Presencial,2211001,73,60,3.375773377,59,0.983333333,-0.604862362,2.83723548,3,2018
56,UNESP,Universidade,Pública Estadual,22176,100,Educação Presencial,3503208,168,150,2.564684021,138,0.92,-1.409520742,2.843269396,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,22216,803,Educação Presencial,3304557,50,41,2.011454438,20,0.487804878,-1.412075653,2.588450481,3,2018
165,UVA,Universidade,Privada com fins lucrativos,22219,803,Educação Presencial,3304557,118,100,2.611943747,83,0.83,-0.266401482,2.948730441,4,2018
167,UMESP,Universidade,Privada sem fins lucrativos,22220,1,Educação Presencial,3548708,236,184,2.717632716,154,0.836956522,-0.076438779,2.58899222,3,2018
265,FIO,Faculdade,Privada sem fins lucrativos,22254,1,Educação Presencial,3534708,36,35,2.497238005,25,0.714285714,0.410946591,2.797081767,3,2018
355,UTP,Universidade,Privada com fins lucrativos,22295,803,Educação Presencial,4106902,16,16,2.293473279,9,0.5625,2.014643178,3.476753716,4,2018
528,PUC-RIO,Universidade,Privada sem fins lucrativos,22389,803,Educação Presencial,3304557,168,138,4.04059636,129,0.934782609,-0.445734398,2.742170452,3,2018
546,PUCSP,Universidade,Privada sem fins lucrativos,22396,803,Educação Presencial,3550308,119,96,3.249440349,85,0.885416667,-1.188815567,2.880981008,3,2018
547,UERJ,Universidade,Pública Estadual,22404,803,Educação Presencial,3304557,65,60,3.709113562,51,0.85,-1.392087277,2.902160407,3,2018
548,UFMA,Universidade,Pública Federal,22407,803,Educação Presencial,2111300,34,24,3.706039183,23,0.958333333,-1.669582353,3.206300317,4,2018
574,UFRRJ,Universidade,Pública Federal,22446,1,Educação Presencial,3303500,122,106,3.441205711,100,0.943396226,-0.180819031,3.238209263,4,2018
576,UFJF,Universidade,Pública Federal,22451,1,Educação Presencial,3136702,95,79,4.930048762,68,0.860759494,-0.220432175,3.29721363,4,2018
789,UFRR,Universidade,Pública Federal,22534,803,Educação Presencial,1400100,51,34,2.030674935,21,0.617647059,0.743305488,3.209016913,4,2018
852,FIAP,Faculdade,Privada com fins lucrativos,22547,1,Educação Presencial,3550308,22,20,3.903007269,14,0.7,0.976320266,3.908512674,4,2018
1030,0,Centro Universitário,Privada com fins lucrativos,22566,1,Educação Presencial,3304557,133,112,3.590464425,91,0.8125,-0.833564763,3.17992115,4,2018
496,UNIFRAN,Universidade,Privada com fins lucrativos,22596,803,Educação Presencial,3516200,9,8,0.417676088,7,0.875,-5.996675845,1.631969098,2,2018
1422,UNINORTE,Centro Universitário,Privada com fins lucrativos,22719,804,Educação Presencial,1302603,61,52,1.427638013,42,0.807692308,-0.229525973,2.469071991,3,2018
1196,UNICESUMAR,Centro Universitário,Privada com fins lucrativos,22750,804,Educação Presencial,4115200,63,59,3.810868465,42,0.711864407,0.864606479,3.221706766,4,2018
823,UNICEUMA,Universidade,Privada sem fins lucrativos,22770,804,Educação Presencial,2111300,139,114,1.810940117,102,0.894736842,-0.572888737,2.523507941,3,2018
1014,BOM JESUS/IELUSC,Faculdade,Privada sem fins lucrativos,22789,804,Educação Presencial,4209102,34,30,3.907751548,23,0.766666667,0.906271194,3.262528897,4,2018
1078,0,Centro Universitário,Privada com fins lucrativos,22812,1,Educação Presencial,4104303,54,31,1.906254822,23,0.741935484,-0.087084023,2.63834521,3,2018
2,UNB,Universidade,Pública Federal,22844,18,Educação Presencial,5300108,13,5,4.469760619,2,0.4,1.712690161,3.808261967,4,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,22932,804,Educação Presencial,4318705,89,67,3.472966826,40,0.597014925,-1.236906797,3.127728368,4,2018
21,PUCRS,Universidade,Privada sem fins lucrativos,22980,804,Educação Presencial,4314902,148,128,3.420740272,101,0.7890625,-0.420897092,2.921300554,3,2018
23,FEEVALE,Universidade,Privada sem fins lucrativos,22995,804,Educação Presencial,4313409,85,68,2.934521955,50,0.735294118,0.31728404,3.104291429,4,2018
76,FURB,Universidade,Pública Municipal,23123,804,Educação Presencial,4202404,40,37,1.66991686,20,0.540540541,-0.4664192,2.581364783,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,23220,804,Educação Presencial,3304557,56,34,2.734750052,18,0.529411765,0.412033659,2.765884354,3,2018
167,UMESP,Universidade,Privada sem fins lucrativos,23231,804,Educação Presencial,3548708,190,183,1.920493368,165,0.901639344,-0.304637525,2.264115339,3,2018
222,UNIFEV,Centro Universitário,Privada sem fins lucrativos,23283,804,Educação Presencial,3557105,13,13,2.054475325,12,0.923076923,-2.451850711,2.597867305,3,2018
271,UNOESTE,Universidade,Privada sem fins lucrativos,23326,804,Educação Presencial,3541406,72,58,3.131804175,55,0.948275862,0.315585663,3.017251385,4,2018
275,UNIVAP,Universidade,Privada sem fins lucrativos,23331,804,Educação Presencial,3549904,29,28,2.371030406,21,0.75,-1.724522033,2.061172522,3,2018
296,URCAMP,Universidade,Privada sem fins lucrativos,23361,18,Educação Presencial,4301602,16,16,1.409301949,12,0.75,-2.721419344,2.054743903,3,2018
298,0,Universidade,Privada com fins lucrativos,23368,26,Educação Presencial,4113700,6,4,3.113093987,4,1.0,-3.444063542,2.402244264,3,2018
319,0,Universidade,Privada sem fins lucrativos,23387,18,Educação Presencial,3550308,77,76,0.665196118,34,0.447368421,-1.431408319,1.960444412,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,23396,804,Educação Presencial,3509502,45,37,3.183619767,27,0.72972973,0.901326337,2.810578129,3,2018
